,StockCode,Brand,Unit Price,Category
1452,21945,Eye Buy Express,40.99,Health
1453,22946,Mightyskins,8.99,Electronics
1454,22075,Eye Buy Express,36.99,Health
1455,22489,Port Authority,49.58,Clothing
1456,22270,SignFever,14.99,Home
1457,21577,CUH,14.99,Party
1458,16169E,MusicBoxAttic,215.99,Home
1459,20766,DJI,6.99,Electronics
1460,22046,Fleur De Lis Living,35.99,Home
1462,22886,Eye Buy Express,19.99,Health
1463,21188,Winston Porter,159.99,Party
1464,23054,allwitty,14.99,Clothing
1465,85093,Ekena Millwork,176.65,Home
1466,51014A,CafePress,24.99,Clothing
1467,23489,Eye Buy Express,27.99,Health
1468,84086B,Ekena Milwork,194.47,Home
1469,84212,Eye Buy Express,23.99,Health
1470,23118,MusicBoxAttic,268.99,Jewelry
1472,22920,Sport-Tek,9.33,Clothing
1473,85062,Ply Gem,86.63,Home
1474,22227,Casual Nights,23.99,Clothing
1475,21382,Mightyskins,14.99,Video
1476,22333,SHORE TRENDZ,27.98,Clothing
1477,22532,4Legs4Pets by Mahar,49.18,Pets
1478,20970,Eddie Bauer,85.0,Clothing
1479,21244,Eye Buy Express,30.99,Health
1482,21586,Eye Buy Express,40.99,Health
1483,22853,Duda Energy,9.85,Home
1484,21041,Tusk Racing,20.67,Auto
1485,22662,Mightyskins,14.99,Electronics
1486,22510,Victoria Klein,15.99,Health
1487,22101,Business Essentials,109.67,Office
1488,22962,Eye Buy Express,23.99,Health
1489,23534,Port & Company,17.7,Clothing
1490,23288,Eye Buy Express,23.99,Health
1491,84510C,Edwards,31.33,Clothing
1492,22271,Mightyskins,8.99,Video
1493,22428,Mightyskins,64.99,Sports
1494,23331,Sport-Tek,9.13,Clothing
1495,23311,New Way,12.09,Clothing
1496,21002,Business Essentials,68.1,Office
1497,85129B,Envelopes.com,123.94,Party
1498,35648,Mightyskins,6.99,Cell
1499,22274,Mightyskins,6.99,Cell
1500,22910,Ekena Milwork,123.01,Home
1501,20754,SA106,12.95,Health
1503,20653,Envelopes.com,123.94,Party
1504,21407,MusicBoxAttic,215.99,Home
1505,22316,Style & Apply,39.95,Home
1506,22843,Port & Company,17.85,Clothing
1508,21870,allwitty,14.99,Clothing
1509,84763,Eye Buy Express,34.99,Health
1510,22335,Eye Buy Express,39.99,Health
1511,21881,Mightyskins,9.99,Electronics
1512,23094,Fenwick,79.95,Sports
1513,22031,Mightyskins,17.98,Electronics
1514,23238,MusicBoxAttic,290.99,Home
1515,23315,Gillette,25.99,Personal
1516,22069,Eye Buy Express,29.99,Health
1517,23049,DAYTON,120.49,Home
1518,23154,Superior,27.0,Home
1519,20801,Business Essentials,56.38,Office
1520,21801,Eye Buy Express,40.99,Health
1521,22376,PCT,76.41,Home
1522,21025,Eye Buy Express,23.99,Health
1523,23375,Eye Buy Express,37.99,Health
1524,21380,Mightyskins,14.99,Electronics
1525,23002,Mightyskins,9.99,Electronics
1526,82578,Mightyskins,23.99,Electronics
1527,22955,Envelopes.com,179.52,Office
1528,84247E,Eye Buy Express,38.99,Health
1529,22892,Style & Apply,29.95,Home
1530,20665,Eye Buy Express,25.99,Health
1531,23050,Mightyskins,6.99,Electronics
1532,21411,Harriton,20.54,Clothing
1533,22733,MusicBoxAttic,38.99,Office
1534,23190,Eye Buy Express,26.99,Health
1535,23379,Mightyskins,9.99,Electronics
1537,23390,Prop?t,76.95,Clothing
1538,37448,Port Authority,11.18,Clothing
1539,85114c,Mightyskins,23.99,Electronics
1540,85049D,Mightyskins,19.99,Electronics
1541,21038,Eye Buy Express,37.99,Health
1542,85232D,SignFever,14.99,Home
1543,23093,FindingKing,19.82,Pets
1544,23029,Mightyskins,9.99,Home
1545,23107,Skylinewears,35.99,Clothing
1546,23079,Ron's Optical,11.99,Health
1547,22838,FMF Racing,85.32,Auto
1548,70007,Ekena Millwork,110.88,Home
1550,AMAZONFEE,OPI,8.99,Premium
1552,21786,Mightyskins,14.99,Electronics
1553,84673B,Edwards,30.1,Clothing
1554,85032A,Eye Buy Express,23.99,Health
1555,84859A,SigmasTek,22.99,Office
1556,23214,Eye Buy Express,40.99,Health
1557,23377,Eye Buy Express,30.99,Health
1558,85049A,Eye Buy Express,30.99,Health
1559,21974,Eye Buy Express,20.99,Health
1560,21703,DazzlingRock,1284.9,Jewelry
1561,35599D,Eye Buy Express,41.99,Health
1562,35265,Eye Buy Express,39.99,Health
1563,23025,Yosoo,7.76,Beauty
1564,22893,Mightyskins,8.99,Video
1565,20668,Mightyskins,17.98,Electronics
1566,90208,Mightyskins,23.99,Electronics
1567,23234,Duda Energy,66.25,Home
1568,84199,Port & Company,18.72,Clothing
1570,21775,Puppia,22.99,Pets
1571,22814,Edwards,29.62,Clothing
1572,15056P,JustVH,11.09,Clothing
1573,22595,Eye Buy Express,34.99,Health
1574,22712,MusicBoxAttic,38.99,Office
1575,82484,Medi,62.38,Health
1576,22813,Empire,4.58,Cell
1577,22315,Edwards,30.85,Clothing
1578,23226,SA106,12.95,Health
1579,22982,FashionOutfit,17.99,Clothing
1580,21363,Edwards,31.33,Clothing
1581,22928,JustVH,11.09,Clothing
1583,21039,Pemberly Row,1509.99,Home
1584,21619,Rayne Mirrors,365.99,Office
1585,22304,CHI,36.6,Beauty
1586,23525,Mightyskins,17.99,Electronics
1587,23510,Medi,87.98,Health
1588,22645,Hawaii Pharm LLC,149.95,Health
1589,16237,Mightyskins,14.99,Electronics
1590,20898,Ekena Milwork,211.83,Home
1591,72351B,MusicBoxAttic,215.99,Home
1592,23338,Ekena Millwork,195.56,Home
1593,84459A,Eye Buy Express,16.99,Health
1594,20682,Mightyskins,23.99,Electronics
1595,21454,PetAlive,43.95,Pets
1596,21644,Eye Buy Express,28.99,Health
1597,22945,UNOTUX,36.99,Clothing
1598,22917,Fancyleo,5.89,Health
1599,17012D,Eye Buy Express,18.99,Health
1600,21122,DJI,24.99,Electronics
1601,21850,KBETHOS,9.99,Sports
1602,22476,Mightyskins,6.99,Cell
1603,22300,Eye Buy Express,37.99,Health
1604,21788,Eye Buy Express,28.99,Health
1605,22738,Link Handle,11.77,Home
1606,21385,Unique Bargains,26.99,Auto
1607,17021,Ekena Millwork,186.11,Home
1608,21209,Eye Buy Express,34.99,Health
1609,22524,James Martin Furniture,2025.99,Home
1610,84247L,DJI,49.99,Electronics
1611,22292,Njjex,6.98,Cell
1612,22509,Urbane,21.49,Clothing
1613,84661B,Style and Apply,39.95,Home
1614,23225,Swanson,18.29,Health
1615,21065,Mightyskins,19.99,Video
1616,22937,Medi,118.65,Health
1617,22267,Omega,26.99,Home
1618,22894,Eye Buy Express,37.99,Health
1619,22969,Dove Advanced Care,156.2,Personal
1621,22630,OPI,8.99,Premium
1622,23460,Pete the Cat,19.99,Clothing
1623,23123,Business Essentials,29.16,Office
1624,90183B,MusicBoxAttic,215.99,Home
1625,22633,MusicBoxAttic,255.99,Home
1626,21464,Eddie Bauer,95.0,Clothing
1627,46776E,Medi,73.58,Health
1628,20828,Mightyskins,29.99,Electronics
1629,21789,Eye Buy Express,25.99,Health
1630,22167,Ply Gem,80.63,Home
1631,21735,Mightyskins,5.99,Electronics
1632,23181,Mightyskins,9.99,Electronics
1633,22222,Eye Buy Express,24.99,Health
1634,23368,American Imaginations,316.36,Home
1635,21356,Mightyskins,9.99,Electronics
1636,22183,MusicBoxAttic,240.99,Jewelry
1637,23410,4Legs4Pets by Mahar,34.46,Pets
1638,21415,Galaxy by Harvic,11.97,Clothing
1639,22785,HP,1336.0,Electronics
1640,47422,Eye Buy Express,24.99,Health
1641,21286,Unconditional Love,26.97,Pets
1642,22433,Port & Company,15.16,Clothing
1643,21163,Eye Buy Express,25.99,Health
1644,20838,Trevco,29.95,Clothing
1645,10125,Mightyskins,6.99,Cell
1646,23008,Unique Bargains,13.99,Home
1647,22231,Seat Belt Extender Pros,15.89,Auto
1648,22260,Lemisol,8.49,Personal
1649,23020,MusicBoxAttic,38.99,Office
1650,35004B,Business Essentials,39.68,Office
1651,90028,Port & Company,18.72,Clothing
1652,85025C,Luxury Divas,13.99,Beauty
1653,21922,Apex,116.96,Clothing
1655,84659A,Ply Gem,80.63,Home
1656,22610,Ply Gem,69.63,Home
1657,21913,Eye Buy Express,27.99,Health
1658,22319,MusicBoxAttic,240.99,Jewelry
1659,22780,Envelopes.com,75.72,Party
1660,51008,Aerosoles,37.99,Clothing
1661,84905,SA106,12.95,Health
1662,23006,Envelopes.com,73.95,Office
1663,85170B,Mediven,62.38,Health
1664,82613B,Ekena Millwork,62.84,Home
1665,23340,Mightyskins,5.99,Electronics
1666,90156,Port & Company,17.7,Clothing
1667,22203,Port & Company,17.7,Clothing
1668,23370,KBETHOS,9.99,Sports
1669,23337,New Way,21.99,Clothing
1670,20615,"Sample, Hilary",25.0,Books
1671,84949,Aerosoles,37.99,Clothing
1672,48116,Colosseum Athletics,20.81,Sports
1673,23431,Mightyskins,23.99,Electronics
1674,71510,Mightyskins,23.99,Electronics
1675,85024C,MegaCalendars,19.99,Office
1676,22822,Style & Apply,99.95,Home
1677,23000,Ekena Milwork,236.36,Home
1678,21324,Style & Apply,99.95,Home
1679,23480,Business Essentials,48.04,Office
1681,85131D,Style & Apply,49.95,Home
1682,84849D,17 Stories,852.0,Office
1683,22626,Eye Buy Express,40.99,Health
1684,85136A,Sport-Tek,8.13,Clothing
1685,22594,Aviana,39.99,Clothing
1686,22883,Eye Buy Express,40.99,Health
1687,23479,Electriduct,142.4,Auto
1688,22972,Wydan,10.49,Cell
1689,22148,Envelopes.com,55.95,Party
1690,23286,Ply Gem,69.63,Home
1691,23035,Prop?t,74.95,Clothing
1692,22760,Port & Company,19.14,Clothing
1693,22317,Fruit of the Loom,3.92,Clothing
1694,22963,Mightyskins,59.99,Sports
1695,22210,UNOTUX,36.99,Clothing
1696,22414,Urbane,21.49,Clothing
1697,72225C,Dr. Comfort,139.0,Clothing
1698,22083,Sports Parts Inc,7.42,Auto
1699,84984D,Eye Buy Express,19.99,Health
1700,21626,DJI,24.99,Electronics
1701,22889,Eye Buy Express,43.99,Health
1702,22849,Black Box,502.86,Electronics
1703,84660A,Eye Buy Express,40.99,Health
1704,22471,Pompeii3,1199.97,Jewelry
1705,15044B,Medi,87.98,Health
1706,21062,Eddie Bauer,54.99,Clothing
1707,84580,Style and Apply,59.95,Home
1708,84596G,Business Essentials,37.91,Office
1709,84569D,Eye Buy Express,23.18,Health
1710,47591B,TrekSkins,7.94,Cell
1711,21677,Brand,30.98,Clothing
1712,71270,Medi,110.38,Health
1713,23356,Eye Buy Express,27.99,Health
1714,22801,Business Essentials,29.59,Office
1715,22508,Victoria Klein,15.99,Health
1716,gift_0001_50,Envelopes.com,21.9,Party
1717,22827,A4 Drop Ship,8.62,Clothing
1718,84218,DJI,19.99,Electronics
1719,22348,Skylinewears,35.99,Clothing
1720,23412,Lantern Press,39.99,Home
1722,35610A,Ekena Milwork,98.47,Home
1723,22671,MusicBoxAttic,215.99,Home
1724,35971,Style & Apply,19.95,Home
1726,22811,Mightyskins,17.99,Electronics
1727,11001,Eye Buy Express,40.99,Health
1728,21226,Heepo,8.92,Health
1729,20854,Prop?t,76.95,Clothing
1730,15036,Eye Buy Express,31.99,Health
1732,85016,Insten,5.24,Cell
1733,20847,Holbein,17.37,Arts
1734,22503,CHOSEN SUPPLIES,32.49,Household
1735,22520,MusicBoxAttic,215.99,Home
1736,21215,Mopar,70.46,Auto
1737,72818,Duda Energy,62.75,Home
1738,22104,Ron's Optical,11.99,Health
1739,20985,"Lowe, Doug",17.51,Books
1740,85035A,Auburn Leathercrafters,36.99,Pets
1741,22163,Eye Buy Express,25.99,Health
1742,21894,Mightyskins,6.99,Electronics
1744,85135B,Medaglia D'Oro,4.15,Food
1745,22676,Ekena Millwork,145.0,Home
1746,23466,Skylinewears,35.99,Clothing
1747,23157,Spencer,33.99,Baby
1748,22732,Sport-Tek,9.93,Clothing
1749,22768,PMU,69.91,Party
1750,23423,IN MY PARENTS BASEMENT,25.98,Clothing
1751,47421,Envelopes.com,128.48,Office
1752,22314,32 Square,143.03,Toys
1753,22478,Stupell Industries,35.99,Home
1754,21792,Eye Buy Express,26.99,Health
1755,17091J,Aviana,41.5,Clothing
1756,22200,Sony,2996.0,Electronics
1757,21003,Casual Nights,23.99,Clothing
1758,23329,MusicBoxAttic,215.99,Home
1759,22103,Mightyskins,24.99,Electronics
1760,21131,MusicBoxAttic,215.99,Home
1761,23134,Port & Company,15.74,Clothing
1762,21318,Business Essentials,37.19,Office
1764,23142,Edwards,35.35,Clothing
1765,S,Time and Tru,14.94,Clothing
1766,21784,Style and Apply,49.95,Home
1767,85116,Tech Lighting,316.0,Home
1768,47578A,Prop?t,62.95,Clothing
1769,22606,Ekena Millwork,174.55,Home
1770,35001G,Mega Cap,4.8,Beauty
1771,84951A,Seat Belt Extender Pros,15.89,Auto
1772,21943,Eye Buy Express,18.99,Health
1773,23316,DazzlingRock,1334.4,Jewelry
1774,21032,Mightyskins,14.99,Electronics
1775,22282,HP,1223.0,Electronics
1776,20782,MusicBoxAttic,38.99,Office
1778,21205,Port & Company,15.16,Clothing
1779,23155,Ekena Milwork,52.79,Home
1780,85174,Style and Apply,29.95,Home
1781,22548,MusicBoxAttic,240.99,Jewelry
1782,20758,Deago,8.99,Pets
1783,22736,Eye Buy Express,29.99,Health
1784,22479,Port & Company,15.16,Clothing
1785,22130,Mightyskins,23.99,Electronics
1786,22704,Mightyskins,6.99,Cell
1787,21636,Business Essentials,74.53,Office
1788,71459,Eye Buy Express,17.99,Health
1789,22281,Envelopes.com,141.96,Office
1790,22306,Ames Walker,46.99,Clothing
1791,22576,Mightyskins,19.99,Cell
1792,22312,Mightyskins,6.99,Electronics
1793,21520,Style and Apply,96.99,Home
1794,37479P,Unique Bargains,60.99,Home
1795,22986,Awkward Styles,23.95,Clothing
1796,20897,SHANY,8.0,Beauty
1797,22731,Business Essentials,81.55,Office
1798,22206,Ekena Millwork,213.75,Home
1799,22978,Maevn,49.99,Clothing
1800,85185B,Ekena Milwork,225.09,Home
1801,21042,New Way,16.49,Clothing
1802,23330,Ambiant,94.95,Home
1803,22453,Lion Brand,11.0,Arts
1804,23161,Eye Buy Express,23.99,Health
1805,22681,Deago,8.99,Pets
1806,23542,Mightyskins,14.99,Electronics
1807,22896,MusicBoxAttic,38.99,Office
1808,21179,Style & Apply,39.95,Home
1809,23372,Urbane,23.49,Clothing
1810,48129,Port & Company,17.7,Clothing
1811,22628,Mightyskins,6.99,Electronics
1812,22236,Eye Buy Express,43.99,Health
1813,21640,Buckle-Down,34.99,Pets
1815,90013A,Omega Products Corporation,21.99,Home
1816,90023,MusicBoxAttic,63.99,Office
1817,23310,Rialto,59.99,Clothing
1818,22182,cottcuboaba,9.15,Baby
1819,21707,Mightyskins,6.99,Cell
1820,84558A,Fruit of the Loom,6.36,Clothing
1821,22128,MusicBoxAttic,78.99,Office
1822,23233,Mightyskins,15.99,Electronics
1823,22754,S Shields,7.95,Electronics
1824,22096,Awkward Styles,27.95,Clothing
1825,23531,Duda Energy,6.15,Home
1826,84745A,Medi,62.38,Health
1827,22493,Prop?t,76.95,Clothing
1828,22299,Mightyskins,9.99,Electronics
1829,21787,Medi,73.58,Health
1830,20886,Eye Buy Express,40.99,Health
1831,21833,StylesILove,19.79,Clothing
1832,22842,2PET,9.99,Pets
1833,21809,Mightyskins,23.99,Electronics
1834,21819,Mightyskins,19.99,Electronics
1835,22076,UNOTUX,51.99,Clothing
1836,84927D,Mightyskins,19.99,Electronics
1837,37340,allwitty,14.99,Clothing
1838,84707B,Colosseum Athletics,14.95,Clothing
1839,84534B,Eye Buy Express,24.99,Health
1840,21896,Ekena Millwork,187.76,Home
1841,21126,Steven M Cox,116.0,Books
1842,22852,Mightyskins,23.99,Electronics
1843,84884A,Port Authority,15.98,Clothing
1844,84849A,MusicBoxAttic,215.99,Home
1845,51020A,Mightyskins,17.99,Electronics
1846,22228,Eye Buy Express,27.99,Health
1847,23341,Electriduct,46.4,Auto
1848,84920,Omega,21.99,Home
1849,20669,Country Brook Design,17.95,Pets
1850,21208,Mightyskins,6.99,Electronics
1851,22137,Jackson Ultima,749.95,Clothing
1852,85106,Teeblox,36.99,Clothing
1853,85034C,WorldJewels,508.43,Jewelry
1854,72817,Holloway,8.99,Clothing
1855,23091,Prop?t,76.95,Clothing
1856,72130,Eye Buy Express,29.99,Health
1857,37450,Galaxy by Harvic,11.97,Clothing
1858,22393,Disney,24.99,Shop
1859,21251,17 Stories,1028.0,Office
1860,22674,Port & Company,17.7,Clothing
1861,23505,Eye Buy Express,29.99,Health
1862,84709B,Harriton,22.29,Clothing
1863,90178A,Eye Buy Express,27.99,Health
1864,22498,Medi,62.38,Health
1865,21265,Ply Gem,115.63,Home
1866,23695,Business Essentials,48.94,Office
1867,23347,The Boring Brand,49.99,Beauty
1868,22653,Eye Buy Express,37.99,Health
1869,22637,Silver,19.18,Party
1870,23320,Sony,1198.0,Electronics
1871,22924,Mightyskins,5.99,Electronics
1872,21987,Mightyskins,6.99,Electronics
1873,10135,Port & Company,15.89,Clothing
1874,20796,CC Glass,36.99,Home
1875,84789,Ishow Hair,246.0,Beauty
1876,20816,Ply Gem,125.63,Home
1877,22642,City Shirts,20.9,Clothing
1878,21746,Dr. Comfort,139.0,Clothing
1879,84429A,Ekena Milwork,182.3,Home
1880,17090D,Superb Choice,48.99,Office
1881,84032A,Medi,62.38,Health
1882,21455,Ron's Optical,11.99,Health
1884,22448,Winston Porter,149.99,Party
1885,22155,Mightyskins,34.99,Sports
1886,22084,MusicBoxAttic,38.99,Office
1887,22516,Unik Occasions,24.98,Food
1888,21253,Mightyskins,19.99,Electronics
1889,84819,MusicBoxAttic,240.99,Jewelry
1890,23560,Mightyskins,9.99,Electronics
1891,22354,Painters Touch,10.59,Home
1892,85034A,MusicBoxAttic,103.99,Office
1893,21026,Mightyskins,69.99,Sports
1894,21070,Eye Buy Express,42.99,Health
1895,85187,Medi,49.58,Health
1896,22337,Mightyskins,23.99,Electronics
1897,21643,Mightyskins,23.99,Electronics
1898,37476,Country Brook Design,10.95,Pets
1899,21624,Omega,21.99,Home
1900,22049,Zoan,164.44,Auto
1901,21689,Duda Energy,10.85,Home
1902,23353,MusicBoxAttic,268.99,Jewelry
1903,23220,Style and Apply,19.95,Home
1904,22093,Country Brook Design,6.95,Pets
1905,85132C,Mightyskins,6.99,Electronics
1906,21164,Old Glory,20.95,Clothing
1907,22481,Eye Buy Express,43.99,Health
1908,23125,MusicBoxAttic,260.99,Home
1910,15034,Urbane,23.49,Clothing
1911,22106,Unconditional Love,26.97,Pets
1912,23156,OPI,11.99,Premium
1913,23212,CafePress,24.99,Clothing
1914,21030,Mightyskins,27.99,Electronics
1915,85064,Mightyskins,9.99,Home
1916,23697,Business Essentials,57.76,Office
1917,22757,New Way,14.29,Clothing
1918,21439,Mightyskins,23.99,Electronics
1919,23409,Mightyskins,29.99,Electronics
1920,16236,Ekena Milwork,192.09,Home
1921,35954,Mightyskins,41.31,Electronics
1922,22399,MusicBoxAttic,240.99,Jewelry
1924,21424,KBETHOS,9.99,Sports
1925,21426,Eye Buy Express,19.99,Health
1927,22107,Eye Buy Express,35.99,Health
1928,23358,GBS,29.95,Personal
1929,85055,Eye Buy Express,34.99,Health
1930,35923,Mightyskins,23.99,Electronics
1931,72351A,Vanity Fair,13.94,Clothing
1932,23077,Eye Buy Express,40.99,Health
1933,35810A,Buckle-Down,34.99,Pets
1934,22530,Tom Ford,28.99,Beauty
1935,22546,KATARINA,345.0,Jewelry
1936,22922,MusicBoxAttic,240.99,Jewelry
1937,21830,MusicBoxAttic,38.99,Office
1938,23067,Duda Energy,6.15,Home
1939,22533,Envelopes.com,225.46,Office
1941,21143,Eddie Bauer,35.0,Clothing
1942,21195,Ergotron,70.35,Electronics
1943,23117,MusicBoxAttic,250.99,Home
1944,22574,Ekena Milwork,148.3,Home
1945,21051,Mightyskins,9.99,Electronics
1947,21972,Duda Energy,14.05,Home
1948,23041,Mightyskins,6.99,Electronics
1949,90082A,Envelopes.com,188.94,Party
1950,22705,Mightyskins,9.99,Electronics
1951,21001,Style and Apply,69.99,Home
1952,22973,Tee Bangers,26.99,Clothing
1953,21741,Harriton,21.23,Clothing
1954,21471,MusicBoxAttic,240.99,Home
1955,22684,Parisian Pet,9.99,Pets
1956,23218,Mightyskins,14.99,Video
1957,23102,Medi,62.38,Health
1958,84406B,Mightyskins,14.99,Electronics
1959,21470,Mightyskins,9.99,Electronics
1960,23425,Eye Buy Express,36.99,Health
1961,22711,MusicBoxAttic,38.99,Office
1962,21201,KBETHOS,9.99,Sports
1963,21984,Eye Buy Express,23.99,Health
1964,85230G,Mightyskins,9.99,Electronics
1965,47593A,Urbane,23.49,Clothing
1966,20856,DJI,9.99,Electronics
1968,21507,Eye Buy Express,25.99,Health
1969,15044D,Awkward Styles,18.95,Clothing
1970,22634,Mightyskins,9.99,Video
1971,20704,Ekena Milwork,276.25,Home
1972,22531,Eye Buy Express,33.99,Health
1974,79067,Mightyskins,9.99,Electronics
1975,22217,Maevn,51.99,Clothing
1976,22450,Eye Buy Express,42.99,Health
1977,21087,Eye Buy Express,25.99,Health
1978,23512,Country Brook Design,10.95,Pets
1979,85061W,Awkward Styles,27.95,Clothing
1980,47567B,Unique Bargains,25.99,Shop
1981,82616B,Eye Buy Express,36.99,Health
1982,84916,Mightyskins,5.99,Electronics
1983,21823,Unconditional Love,13.66,Pets
1984,84906,Mightyskins,23.99,Electronics
1985,90057,Superior,22.99,Home
1986,90072,Eye Buy Express,41.99,Health
1987,22941,MusicBoxAttic,215.99,Home
1988,23407,HP,1904.0,Electronics
1989,85199L,Ekena Millwork,111.9,Home
1990,22284,Ekena Milwork,61.6,Home
1991,21358,Mightyskins,12.99,Electronics
1992,22778,Eye Buy Express,30.99,Health
1993,35241,Urbane,21.49,Clothing
1994,90000B,Ekena Milwork,106.06,Home
1995,23069,MusicBoxAttic,215.99,Home
1996,84766,Casual Nights,23.99,Clothing
1997,23458,Electriduct,46.4,Auto
1998,20664,Skylinewears,35.99,Clothing
1999,85163B,Mightyskins,6.99,Cell
2000,21400,Eye Buy Express,19.22,Health
2001,23566,MusicBoxAttic,38.99,Office
2002,21114,Port Authority,17.58,Clothing
2004,22272,Mightyskins,19.99,Electronics
2005,22905,Mightyskins,23.99,Electronics
2006,23548,Envelopes.com,29.95,Party
2007,84563B,Ekena Millwork,105.72,Home
2008,22861,Eye Buy Express,31.99,Health
2009,22518,KATARINA,345.0,Jewelry
2010,22427,Kitchen Krush,29.9,Clothing
2011,23119,Prop?t,76.95,Clothing
2012,21147,Stupell Industries,35.99,Home
2013,84078A,Boss (hub),104.0,Health
2014,22936,Awkward Styles,27.95,Clothing
2015,23491,Business Essentials,39.3,Office
2016,90103,Mightyskins,9.99,Home
2017,23405,Prop?t,76.95,Clothing
2018,23528,Duda Energy,6.45,Home
2019,90164B,KBETHOS,9.99,Sports
2020,21125,Unik Occasions,24.98,Food
2021,90130B,Buckle-Down,19.99,Pets
2022,23514,Fly Racing,109.95,Auto
2023,15058B,KBETHOS,9.99,Sports
2024,85180A,Mizuno,55.0,Sports
2025,21473,Envelopes.com,237.44,Office
2026,35912B,Eddie Bauer,30.0,Clothing
2027,82613D,Urbane,21.49,Clothing
2028,85177,MusicBoxAttic,38.99,Office
2029,22403,Eye Buy Express,43.99,Health
2030,21629,StylesILove,19.79,Clothing
2031,21907,Eye Buy Express,23.18,Health
2032,62096A,Mightyskins,9.99,Electronics
2033,21617,Ekena Millwork,87.37,Home
2034,22331,A4 Drop Ship,8.54,Clothing
2035,90184B,AJC Battery,28.48,Auto
2036,23092,Lutema,137.5,Office
2039,37479B,Prop?t,76.95,Clothing
2040,23010,Eye Buy Express,23.99,Health
2041,21662,Edwards,36.12,Clothing
2042,16225,Avon Grips,77.46,Auto
2043,90214A,Ply Gem,94.63,Home
2044,23031,Eye Buy Express,24.99,Health
2045,22259,Eye Buy Express,41.99,Health
2046,85048,Medi,87.98,Health
2047,21365,JustVH,9.69,Clothing
2048,21279,Eye Buy Express,40.99,Health
2049,22408,Mightyskins,9.99,Electronics
2050,22695,Eye Buy Express,23.99,Health
2051,85132b,Mightyskins,9.99,Video
2052,BANK CHARGES,Duda Energy,31.6,Home
2053,23003,Hawaii Pharm LLC,54.95,Health
2054,23242,Iso Hair,15.99,Beauty
2055,23039,CHOSEN SUPPLIES,32.51,Household
2056,90013B,Omega,21.99,Home
2057,22185,Style and Apply,29.95,Home
2058,21372,Eye Buy Express,29.99,Health
2059,21648,allwitty,19.99,Clothing
2060,37495,SA106,12.95,Health
2061,21588,Mightyskins,14.99,Video
2062,21556,Mightyskins,12.99,Electronics
2063,22440,Mightyskins,23.99,Electronics
2064,21591,Animal World,16.95,Party
2065,23456,Urbane,21.49,Clothing
2066,21564,Mightyskins,37.31,Electronics
2067,21988,Ames Walker,46.99,Clothing
2068,21620,Eye Buy Express,27.99,Health
2069,23500,Port & Company,15.16,Clothing
2070,21263,EXCLUSIVE,10.5,Clothing
2071,47594B,POLI Bright,87.31,Electronics
2072,35833P,Envelopes.com,24.48,Office
2073,22611,Ekena Millwork,212.15,Home
2074,23416,SignFever,12.99,Home
2076,82011C,Mightyskins,23.99,Electronics
2077,37467,Mightyskins,14.99,Electronics
2078,84913B,Maevn,49.99,Clothing
2079,20956,DJI,14.99,Electronics
2080,21284,Business Essentials,32.04,Office
2081,23553,Purity Home,41.39,Home
2082,23346,4Legs4Pets by Mahar,40.15,Pets
2083,84596J,Style & Apply,19.95,Home
2084,71101E,Port & Company,15.16,Clothing
2085,22923,Mightyskins,14.99,Electronics
2086,84459B,Envelopes.com,136.94,Party
2087,21534,Country Brook Design,6.95,Pets
2088,21463,Aviana,44.55,Clothing
2089,35819P,Eye Buy Express,30.99,Health
2091,21810,Omega,26.99,Home
2092,72799F,Maevn,57.99,Clothing
2093,23135,Eye Buy Express,23.99,Health
2094,23415,Coffee Beanery,10.95,Food
2096,22025,allwitty,14.99,Clothing
2097,22023,Business Essentials,41.23,Office
2098,84569A,MusicBoxAttic,215.99,Home
2099,21219,Eye Buy Express,39.99,Health
2100,20657,Style & Apply,19.95,Home
2101,23140,Ekena Milwork,181.26,Home
2102,23131,Eye Buy Express,19.99,Health
2103,84748,Eye Buy Express,23.99,Health
2104,15039,Urbane,21.49,Clothing
2105,90071,Mightyskins,17.99,Electronics
2106,22230,Mightyskins,9.99,Electronics
2107,23406,Teacher&apos;s Aid,15.28,Office
2108,84637,MusicBoxAttic,260.99,Home
2109,20716,Mightyskins,5.99,Electronics
2110,20967,Mightyskins,6.99,Cell
2111,22593,Accessory Avenue,21.99,Cell
2112,90186B,MusicBoxAttic,83.99,Office
2113,22762,StylesILove,19.79,Clothing
2114,22691,Prop?t,62.95,Clothing
2115,21675,Style and Apply,39.95,Home
2116,21110,Eye Buy Express,23.18,Health
2117,22872,Style & Apply,49.95,Home
2118,21441,Rayne Mirrors,636.35,Office
2119,90210C,New Way,21.99,Clothing
2120,22060,Apex,129.0,Clothing
2121,22959,Port & Company,16.81,Clothing
2122,70006,Urbane,21.49,Clothing
2123,23061,Zoan,164.44,Auto
2124,84910A,HP,344.91,Electronics
2125,22468,Style and Apply,49.99,Home
2126,22449,HP,1904.0,Electronics
2127,23017,Style and Apply,49.99,Home
2128,82551,Paper Mart,19.62,Party
2129,20846,Duda Energy,43.3,Home
2130,22501,Business Essentials,26.59,Office
2131,22466,Mightyskins,8.99,Video
2132,84929,Mightyskins,9.99,Electronics
2133,23444,Venosan,59.19,Health
2134,20773,Aerosoles,31.99,Clothing
2135,21705,Eye Buy Express,23.99,Health
2136,22308,Eye Buy Express,25.99,Health
2137,23555,World Acc,9.99,Cell
